pingJson 34
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 35
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 33
GameClient.js:246 pingByMatchInfoJson 295
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 35
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 32
GameClient.js:246 pingByMatchInfoJson 279
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 32
GameClient.js:63 pingByte 31
GameClient.js:82 pingByMatchInfoByte 115
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 27
GameClient.js:235 pingByPlayerMoveJson 35
GameClient.js:63 pingByte 34
GameClient.js:246 pingByMatchInfoJson 294
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 30
GameClient.js:71 pingByPlayerMoveByte 32
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 36
GameClient.js:246 pingByMatchInfoJson 285
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 37
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 30
GameClient.js:227 pingJson 43
GameClient.js:82 pingByMatchInfoByte 152
GameClient.js:246 pingByMatchInfoJson 334
GameClient.js:71 pingByPlayerMoveByte 38
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 28
GameClient.js:227 pingJson 33
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:246 pingByMatchInfoJson 287
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 40
GameClient.js:227 pingJson 33
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 29
GameClient.js:63 pingByte 30
GameClient.js:246 pingByMatchInfoJson 298
GameClient.js:227 pingJson 30
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:71 pingByPlayerMoveByte 37
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 30
GameClient.js:246 pingByMatchInfoJson 298
GameClient.js:227 pingJson 36
GameClient.js:71 pingByPlayerMoveByte 32
GameClient.js:235 pingByPlayerMoveJson 40
GameClient.js:63 pingByte 30
GameClient.js:82 pingByMatchInfoByte 124
GameClient.js:227 pingJson 37
GameClient.js:246 pingByMatchInfoJson 301
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 37
GameClient.js:82 pingByMatchInfoByte 108
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 39
GameClient.js:63 pingByte 28
GameClient.js:246 pingByMatchInfoJson 312
GameClient.js:82 pingByMatchInfoByte 117
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:63 pingByte 39
GameClient.js:82 pingByMatchInfoByte 135
GameClient.js:246 pingByMatchInfoJson 313
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 39
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:246 pingByMatchInfoJson 282
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 40
GameClient.js:63 pingByte 41
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 32
GameClient.js:246 pingByMatchInfoJson 288
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 40
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 36
GameClient.js:235 pingByPlayerMoveJson 25
GameClient.js:63 pingByte 35
GameClient.js:246 pingByMatchInfoJson 294
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 32
GameClient.js:246 pingByMatchInfoJson 295
GameClient.js:82 pingByMatchInfoByte 115
GameClient.js:227 pingJson 33
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 31
GameClient.js:246 pingByMatchInfoJson 288
GameClient.js:227 pingJson 24
GameClient.js:82 pingByMatchInfoByte 119
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:63 pingByte 34
GameClient.js:227 pingJson 32
GameClient.js:246 pingByMatchInfoJson 293
GameClient.js:82 pingByMatchInfoByte 140
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 36
GameClient.js:227 pingJson 35
GameClient.js:82 pingByMatchInfoByte 120
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 32
GameClient.js:63 pingByte 37
GameClient.js:246 pingByMatchInfoJson 294
GameClient.js:227 pingJson 33
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 36
GameClient.js:82 pingByMatchInfoByte 130
GameClient.js:246 pingByMatchInfoJson 305
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 33
GameClient.js:82 pingByMatchInfoByte 111
GameClient.js:246 pingByMatchInfoJson 288
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 37
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:227 pingJson 33
GameClient.js:246 pingByMatchInfoJson 287
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 36
GameClient.js:82 pingByMatchInfoByte 117
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 31
GameClient.js:63 pingByte 34
GameClient.js:246 pingByMatchInfoJson 304
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 32
GameClient.js:235 pingByPlayerMoveJson 32
GameClient.js:63 pingByte 36
GameClient.js:246 pingByMatchInfoJson 302
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 38
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 40
GameClient.js:82 pingByMatchInfoByte 120
GameClient.js:246 pingByMatchInfoJson 300
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 39
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:227 pingJson 32
GameClient.js:246 pingByMatchInfoJson 287
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 32
GameClient.js:63 pingByte 34
GameClient.js:82 pingByMatchInfoByte 115
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 38
GameClient.js:246 pingByMatchInfoJson 291
GameClient.js:227 pingJson 26
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 33
GameClient.js:63 pingByte 38
GameClient.js:246 pingByMatchInfoJson 293
GameClient.js:227 pingJson 31
GameClient.js:82 pingByMatchInfoByte 119
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 64
GameClient.js:63 pingByte 52
GameClient.js:246 pingByMatchInfoJson 291
GameClient.js:227 pingJson 31
GameClient.js:82 pingByMatchInfoByte 117
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 31
GameClient.js:227 pingJson 32
GameClient.js:246 pingByMatchInfoJson 283
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:71 pingByPlayerMoveByte 36
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 31
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 39
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:246 pingByMatchInfoJson 303
GameClient.js:63 pingByte 56
GameClient.js:82 pingByMatchInfoByte 143
GameClient.js:227 pingJson 35
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 38
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:246 pingByMatchInfoJson 283
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 33
GameClient.js:82 pingByMatchInfoByte 123
GameClient.js:246 pingByMatchInfoJson 288
GameClient.js:227 pingJson 33
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 32
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 35
GameClient.js:246 pingByMatchInfoJson 300
GameClient.js:71 pingByPlayerMoveByte 37
GameClient.js:235 pingByPlayerMoveJson 41
GameClient.js:63 pingByte 36
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 39
GameClient.js:246 pingByMatchInfoJson 298
GameClient.js:63 pingByte 34
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 38
GameClient.js:235 pingByPlayerMoveJson 43
GameClient.js:63 pingByte 39
GameClient.js:246 pingByMatchInfoJson 308
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 30
GameClient.js:71 pingByPlayerMoveByte 32
GameClient.js:235 pingByPlayerMoveJson 32
GameClient.js:63 pingByte 32
GameClient.js:246 pingByMatchInfoJson 289
GameClient.js:82 pingByMatchInfoByte 124
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 37
GameClient.js:63 pingByte 32
GameClient.js:227 pingJson 28
GameClient.js:82 pingByMatchInfoByte 123
GameClient.js:246 pingByMatchInfoJson 304
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 39
GameClient.js:63 pingByte 31
GameClient.js:227 pingJson 33
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 40
GameClient.js:246 pingByMatchInfoJson 292
GameClient.js:63 pingByte 38
GameClient.js:227 pingJson 32
GameClient.js:82 pingByMatchInfoByte 117
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 36
GameClient.js:246 pingByMatchInfoJson 301
GameClient.js:227 pingJson 31
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 34
GameClient.js:246 pingByMatchInfoJson 287
GameClient.js:227 pingJson 36
GameClient.js:71 pingByPlayerMoveByte 36
GameClient.js:235 pingByPlayerMoveJson 44
GameClient.js:82 pingByMatchInfoByte 127
GameClient.js:63 pingByte 35
GameClient.js:227 pingJson 34
GameClient.js:246 pingByMatchInfoJson 290
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:63 pingByte 38
GameClient.js:82 pingByMatchInfoByte 109
GameClient.js:227 pingJson 31
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:246 pingByMatchInfoJson 298
GameClient.js:63 pingByte 33
GameClient.js:82 pingByMatchInfoByte 124
GameClient.js:227 pingJson 36
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:63 pingByte 39
GameClient.js:246 pingByMatchInfoJson 291
GameClient.js:82 pingByMatchInfoByte 130
GameClient.js:227 pingJson 33
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:63 pingByte 32
GameClient.js:82 pingByMatchInfoByte 118
GameClient.js:246 pingByMatchInfoJson 298
GameClient.js:227 pingJson 37
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 39
GameClient.js:63 pingByte 33
GameClient.js:82 pingByMatchInfoByte 119
GameClient.js:227 pingJson 36
GameClient.js:246 pingByMatchInfoJson 295
GameClient.js:71 pingByPlayerMoveByte 34
GameClient.js:235 pingByPlayerMoveJson 43
GameClient.js:63 pingByte 35
GameClient.js:82 pingByMatchInfoByte 116
GameClient.js:227 pingJson 32
GameClient.js:71 pingByPlayerMoveByte 35
GameClient.js:235 pingByPlayerMoveJson 34
GameClient.js:246 pingByMatchInfoJson 296
GameClient.js:63 pingByte 34
GameClient.js:82 pingByMatchInfoByte 114
GameClient.js:227 pingJson 30
GameClient.js:71 pingByPlayerMoveByte 32
GameClient.js:235 pingByPlayerMoveJson 36
GameClient.js:63 pingByte 27
GameClient.js:246 pingByMatchInfoJson 281
GameClient.js:227 pingJson 33
GameClient.js:82 pingByMatchInfoByte 117
GameClient.js:71 pingByPlayerMoveByte 33
GameClient.js:235 pingByPlayerMoveJson 38
GameClient.js:63 pingByte 27
